"Sample ID","Grab ID","Profile ID","Sample Number","Collect DateTime","Depth (m)","Site Type","Area","Locator","Site","Parameter","Value","Units","QualityId","Lab Qualifier","MDL","RDL","Text Value","Sample Info","Steward Note","Replicates","Replicate Of","Method","Date Analyzed","Data Source"
"206028","206028","83846","L78800-3","03/15/2022 08:39:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Orthophosphate Phosphorus","0.0732","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","03/28/2022","KCEL"
"230722","230722","89296","L85195-13","12/09/2024 01:15:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Suspended Solids","1.9","mg/L","1","<RDL","0.51","10.3",,,,,,"SM2540-D","12/13/2024","KCEL"
"226882","226882","88467","L83104-9","01/23/2024 01:15:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Silica","4.56","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","01/24/2024","KCEL"
"206776","206776","84173","L79081-13","05/11/2022 12:42:00 PM","0.96","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Pheophytin a",,"ug/L","1","<MDL","0.82","1.65",,,,,,"EPA445.0","05/25/2022","KCEL"
"219297","219297","86969","L82405-3","09/28/2023 11:45:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Transmissivity","65.8","% light","1",,"0.01","0.02",,,,,,"CTD","09/28/2023","KCEL"
"205992","205992","83876","L78658-3","03/01/2022 09:58:00 AM","9.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Light Intensity (PAR)","0","umol/sm2","1",,,,,,,,,"CTD","03/01/2022","KCEL"
"227170","227170","88510","L83649-8","05/15/2024 01:36:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Secchi Transparency","2.5","m","1",,,,,,,,,"NONE","05/15/2024","KCEL"
"215017","215017","85981","L80958-11","02/15/2023 12:44:00 PM","0.99","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Chlorophyll, Field","1.6","ug/L","1",,"0.06","0.12",,,,,,"CTD","02/15/2023","KCEL"
"229409","229409","88977","L84312-11","08/14/2024 02:02:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Light Intensity (PAR)","1170","umol/sm2","1",,,,,,,,,"CTD","08/14/2024","KCEL"
"206771","206771","84272","L79041-13","04/27/2022 12:42:00 PM","1.10","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen",,"mg/L","1","<MDL","0.01","0.04",,,,,,"SM4500-NO3-F","05/10/2022","KCEL"
"216042","216041","86262","L81232-4","05/10/2023 08:51:00 AM","192.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","30","PSS","1",,,,,,,,,"CTD","05/10/2023","KCEL"
"227138","227138","88505","L83498-3","04/10/2024 08:54:00 AM","194.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Transmissivity","74.7","% light","1",,"0.01","0.02",,,,,,"CTD","04/10/2024","KCEL"
"219259","219258","86977","L82528-4","10/11/2023 08:45:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Orthophosphate Phosphorus","0.076","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","10/13/2023","KCEL"
"212567","212567","85482","L80752-15","01/11/2023 12:47:00 PM","13.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","79.8","% light","1",,"0.01","0.02",,,,,,"CTD","01/11/2023","KCEL"
"216038","216038","86261","L81609-7","05/25/2023 10:30:00 AM","9.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Salinity, Field","28.5","PSS","1",,,,,,,,,"CTD","05/25/2023","KCEL"
"227109","227109","88509","L83498-5","04/10/2024 10:12:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Density","1017.91","kg/m3","1",,,,,,,,,"CTD","04/10/2024","KCEL"
"231107","231106","89415","L85267-4","01/15/2025 09:07:00 AM","189.60","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Surface Light Intensity (PAR)","130","umol/sm2","1",,,,,,,,,"CTD","01/15/2025","KCEL"
"215054","215054","85989","L81078-14","03/15/2023 01:06:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Orthophosphate Phosphorus","0.0703","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","03/16/2023","KCEL"
"207655","207655","84294","L79383-5","06/15/2022 10:45:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Orthophosphate Phosphorus","0.0114","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","06/22/2022","KCEL"
"215055","215055","85989","L81078-15","03/15/2023 01:05:00 PM","12.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","51.2","% light","1",,"0.01","0.02",,,,,,"CTD","03/15/2023","KCEL"
"226881","226881","88467","L83104-8","01/23/2024 01:16:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Secchi Transparency","5.9","m","1",,,,,,,,,"NONE","01/23/2024","KCEL"
"219373","219373","86966","L82037-13","08/16/2023 12:00:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Orthophosphate Phosphorus","0.0163","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","08/18/2023","KCEL"
"219279","219279","86999","L81944-10","07/26/2023 12:47:00 PM","25.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Nitrogen","0.469","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","07/31/2023","KCEL"
"215057","215053","85999","L81078-4","03/15/2023 09:10:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Transmissivity","74.4","% light","1",,"0.01","0.02",,,,,,"CTD","03/15/2023","KCEL"
"207145","207145","84185","L79202-5","06/01/2022 02:30:00 PM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Secchi Transparency","1.5","m","1",,,,,,,,,"NONE","06/01/2022","KCEL"
"215061","215012","85998","L81134-3","03/29/2023 09:01:00 AM","191.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","0.21","ug/L","1",,"0.06","0.12",,,,,,"CTD","03/29/2023","KCEL"
"219228","219228","86256","L81718-1","06/27/2023 09:02:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Suspended Solids","2.4","mg/L","1","<RDL","0.53","10.5",,,,,,"SM2540-D","06/29/2023","KCEL"
"216036","216036","86261","L81609-5","05/25/2023 10:32:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Surface Light Intensity (PAR)","2180","umol/sm2","1",,,,,,,,,"CTD","05/25/2023","KCEL"
"219289","219289","86981","L82281-8","09/13/2023 12:26:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Density","1020.2","kg/m3","1",,,,,,,,,"CTD","09/13/2023","KCEL"
"211203","211203","85087","L80034-1","09/14/2022 10:37:00 AM","0.99","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1020.71","kg/m3","1",,,,,,,,,"CTD","09/14/2022","KCEL"
"219296","219296","86969","L82405-2","09/28/2023 11:53:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Suspended Solids","1.7","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","10/03/2023","KCEL"
"219292","219292","86986","L82637-1","10/25/2023 09:59:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Nitrite + Nitrate Nitrogen","0.25","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","10/26/2023","KCEL"
"216042","216041","86262","L81232-4","05/10/2023 08:51:00 AM","192.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Suspended Solids","4.7","mg/L","1","<RDL","0.51","10.3",,,,,,"SM2540-D","05/18/2023","KCEL"
"227109","227109","88509","L83498-5","04/10/2024 10:12:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","9.7","mg/L","1",,"0.5","1",,,,,,"CTD","04/10/2024","KCEL"
"212498","212498","85078","L80034-14","09/14/2022 01:09:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Chlorophyll, Field","10.7","ug/L","1",,"0.06","0.12",,,,,,"CTD","09/14/2022","KCEL"
"227144","227144","88515","L83916-7","06/12/2024 09:34:00 AM","9.70","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Total Suspended Solids","3.7","mg/L","1","<RDL","0.54","10.8",,,,,,"SM2540-D","06/18/2024","KCEL"
"206041","206041","83981","L78993-6","04/20/2022 09:00:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll, Field","16.5","ug/L","1",,"0.06","0.12",,,,,,"CTD","04/20/2022","KCEL"
"219242","219242","86979","L82281-13","09/13/2023 12:42:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Chlorophyll a","8.11","ug/L","1",,"0.05","0.2",,,,,,"EPA 445.0","09/25/2023","KCEL"
"205999","205999","83978","L78993-2","04/20/2022 11:12:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll a","42.7","ug/L","1",,"0.05","0.1",,,,,,"EPA 445.0","05/02/2022","KCEL"
"219280","219280","86999","L81944-8","07/26/2023 12:50:00 PM","0.97","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Dissolved Oxygen, Field","11.3","mg/L","1",,"0.5","1",,,,,,"CTD","07/26/2023","KCEL"
"229383","229383","88975","L84533-9","09/18/2024 01:11:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Silica","2.25","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","09/20/2024","KCEL"
"226884","226884","88466","L83104-14","01/23/2024 12:37:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Chlorophyll, Field","1.2","ug/L","1",,"0.06","0.12",,,,,,"CTD","01/23/2024","KCEL"
"219309","219309","87000","L81944-12","07/26/2023 01:19:00 PM","3.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Light Intensity (PAR)","353","umol/sm2","1",,,,,,,,,"CTD","07/26/2023","KCEL"
"219319","219319","86960","L82405-8","09/28/2023 10:12:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Secchi Transparency","4.7","m","1",,,,,,,,,"NONE","09/28/2023","KCEL"
"206025","206025","83856","L78658-14","03/01/2022 01:08:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Temperature","7.9","deg C","1",,,,,,,,,"CTD","03/01/2022","KCEL"
"219270","219270","86966","L82037-14","08/16/2023 12:00:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","57.8","% light","1",,"0.01","0.02",,,,,,"CTD","08/16/2023","KCEL"
"226889","226889","88469","L83104-1","01/23/2024 11:12:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll a","0.99","ug/L","1",,"0.05","0.2",,,,,,"EPA 445.0","02/05/2024","KCEL"
"216035","216035","86255","L81632-7","06/14/2023 10:01:00 AM","6.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Temperature","11.4","deg C","1",,,,,,,,,"CTD","06/14/2023","KCEL"
"221269","221269","87419","L82802-5","12/20/2023 09:42:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Total Suspended Solids","4","mg/L","1","<RDL","0.53","10.5",,,,,,"SM2540-D","12/22/2023","KCEL"
"231533","231533","89562","L85424-15","02/26/2025 01:16:00 PM","13.90","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Suspended Solids","2.8","mg/L","1","<RDL","0.53","10.5",,,,,,"SM2540-D","03/04/2025","KCEL"
"227182","227182","88516","L83260-2","02/13/2024 02:34:00 PM","4.90","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1020.61","kg/m3","1",,,,,,,,,"CTD","02/13/2024","KCEL"
"227172","227172","88500","L84130-6","07/10/2024 03:31:00 PM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Silica","0.501","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","07/11/2024","KCEL"
"226883","226883","88466","L83104-13","01/23/2024 12:38:00 PM","0.99","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Silica","4.83","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","01/24/2024","KCEL"
"219292","219292","86986","L82637-1","10/25/2023 09:59:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Orthophosphate Phosphorus","0.0666","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","10/26/2023","KCEL"
"212537","212537","85081","L80455-12","11/08/2022 12:31:00 PM","5.50","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Chlorophyll a","1.08","ug/L","1",,"0.05","0.1",,,,,,"EPA 445.0","11/22/2022","KCEL"
"231999","231999","89650","L85602-10","03/12/2025 11:42:00 AM","23.40","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Orthophosphate Phosphorus","0.0785","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","03/14/2025","KCEL"
"227155","227155","88519","L83649-14","05/15/2024 01:51:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Density","1022.06","kg/m3","1",,,,,,,,,"CTD","05/15/2024","KCEL"
"212531","212531","85103","L80360-3","10/26/2022 08:50:00 AM","185.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen","0.009","mg/L","1","<RDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","10/28/2022","KCEL"
"231999","231999","89650","L85602-10","03/12/2025 11:42:00 AM","23.40","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Silica","4.35","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","03/14/2025","KCEL"
"212459","212459","84742","L79610-12","07/27/2022 12:45:00 PM","3.10","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Total Suspended Solids","4.8","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","08/01/2022","KCEL"
"206041","206041","83981","L78993-6","04/20/2022 09:00:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Dissolved Oxygen, Field","10.6","mg/L","1",,"0.5","1",,,,,,"CTD","04/20/2022","KCEL"
"206016","206016","83982","L78993-15","04/20/2022 01:08:00 PM","10.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Silica","0.134","mg/L","1",,"0.05","0.1",,,,,,"WHITLEDGE 1981","05/11/2022","KCEL"
"208855","208855","84595","L79585-11","07/13/2022 12:21:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Light Intensity (PAR)","694","umol/sm2","1",,,,,,,,,"CTD","07/13/2022","KCEL"
"227125","227125","88501","L83916-3","06/12/2024 03:27:00 PM","191.40","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","0.2","ug/L","1",,"0.06","0.12",,,,,,"CTD","06/12/2024","KCEL"
"215015","215015","85995","L81078-7","03/15/2023 09:52:00 AM","9.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Surface Light Intensity (PAR)","700","umol/sm2","1",,,,,,,,,"CTD","03/15/2023","KCEL"
"206774","206774","84276","L79041-8","04/27/2022 12:15:00 PM","1.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Secchi Transparency","3.2","m","1",,,,,,,,,"NONE","04/27/2022","KCEL"
"219281","219281","86999","L81944-9","07/26/2023 12:49:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Nitrogen","0.228","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","07/31/2023","KCEL"
"229389","229389","88983","L84312-2","08/14/2024 08:37:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Nitrite + Nitrate Nitrogen","0.029","mg/L","1","<RDL","0.01","0.04",,,,,,"SM4500-NO3-F","08/15/2024","KCEL"
"221263","221263","87416","L82802-10","12/20/2023 01:07:00 PM","27.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Nitrogen","0.438","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","01/04/2024","KCEL"
"219322","219322","86980","L82110-9","08/29/2023 12:10:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Nitrogen","0.442","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","09/07/2023","KCEL"
"219293","219293","86955","L82763-1","11/07/2023 10:02:00 AM","0.84","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","26.5","PSS","1",,,,,,,,,"CTD","11/07/2023","KCEL"
"227177","227177","88507","L83260-8","02/13/2024 10:11:00 AM","1.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Suspended Solids","1.4","mg/L","1","<RDL","0.53","10.5",,,,,,"SM2540-D","02/21/2024","KCEL"
"211231","211231","85085","L79796-5","08/11/2022 02:40:00 PM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Temperature","17.8","deg C","1",,,,,,,,,"CTD","08/11/2022","KCEL"
"219308","219308","87000","L81944-11","07/26/2023 01:20:00 PM","0.95","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Nitrite + Nitrate Nitrogen",,"mg/L","1","<MDL","0.01","0.04",,,,,,"SM4500-NO3-F","08/04/2023","KCEL"
"219370","219370","86975","L82110-5","08/29/2023 10:30:00 AM","1.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Pheophytin a","1.68","ug/L","1",,"0.24","0.95",,,,,,"EPA445.0","09/12/2023","KCEL"
"207663","207663","84292","L79420-11","06/29/2022 09:44:00 AM","1.10","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Total Nitrogen","0.115","mg/L","1",,"0.05","0.1",,,,,,"SM4500-N-C S","06/30/2022","KCEL"
"219273","219273","86982","L82763-13","11/07/2023 12:01:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.112","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","11/09/2023","KCEL"
"212572","212572","85484","L80752-6","01/11/2023 09:22:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Orthophosphate Phosphorus","0.0721","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","01/13/2023","KCEL"
"212572","212572","85484","L80752-6","01/11/2023 09:22:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Salinity, Field","26.7","PSS","1",,,,,,,,,"CTD","01/11/2023","KCEL"
"212478","212478","85096","L79796-14","08/11/2022 09:39:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","83.9","% light","1",,"0.01","0.02",,,,,,"CTD","08/11/2022","KCEL"
"212472","212472","84593","L79585-2","07/13/2022 10:41:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Surface Light Intensity (PAR)","2630","umol/sm2","1",,,,,,,,,"CTD","07/13/2022","KCEL"
"215039","215039","85991","L80958-8","02/15/2023 12:28:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Transmissivity","66.9","% light","1",,"0.01","0.02",,,,,,"CTD","02/15/2023","KCEL"
"230729","230729","89298","L85195-6","12/09/2024 09:43:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Density","1022.96","kg/m3","1",,,,,,,,,"CTD","12/09/2024","KCEL"
"216056","216056","86258","L81609-3","05/25/2023 08:57:00 AM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Silica","3.39","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","06/09/2023","KCEL"
"227120","227120","88511","L83916-15","06/12/2024 01:04:00 PM","12.60","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Salinity, Field","29.1","PSS","1",,,,,,,,,"CTD","06/12/2024","KCEL"
"215036","215036","85986","L81134-8","03/29/2023 01:50:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Temperature","9.8","deg C","1",,,,,,,,,"CTD","03/29/2023","KCEL"
"219246","219246","86956","L82763-10","11/07/2023 11:38:00 AM","26.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Transmissivity","68.6","% light","1",,"0.01","0.02",,,,,,"CTD","11/07/2023","KCEL"
"212531","212531","85103","L80360-3","10/26/2022 08:50:00 AM","185.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Nitrite + Nitrate Nitrogen","0.356","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","10/28/2022","KCEL"
"215038","215038","85991","L80958-10","02/15/2023 12:25:00 PM","26.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Nitrogen","0.443","mg/L","1",,"0.05","0.1",,,,,,"SM4500-N-C S","02/17/2023","KCEL"
"212560","212560","85487","L80539-9","12/14/2022 12:07:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Orthophosphate Phosphorus","0.0825","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","12/15/2022","KCEL"
"215029","215029","85984","L81078-9","03/15/2023 12:48:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Orthophosphate Phosphorus","0.0744","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","03/16/2023","KCEL"
"207667","207667","84291","L79420-8","06/29/2022 10:21:00 AM","1.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Dissolved Oxygen, Field","11.6","mg/L","1",,"0.5","1",,,,,,"CTD","06/29/2022","KCEL"
"221275","221272","87420","L82802-4","12/20/2023 11:02:00 AM","193.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Dissolved Oxygen, Field","5.2","mg/L","1",,"0.5","1",,,,,,"CTD","12/20/2023","KCEL"
"227182","227182","88516","L83260-2","02/13/2024 02:34:00 PM","4.90","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Temperature","9.15","deg C","1",,,,,,,,,"CTD","02/13/2024","KCEL"
"206031","206031","83846","L78800-2","03/15/2022 08:47:00 AM","4.90","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Orthophosphate Phosphorus","0.0614","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","03/28/2022","KCEL"
"219284","219284","86983","L81937-10","07/12/2023 12:19:00 PM","25.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Chlorophyll, Field","0.55","ug/L","1",,"0.06","0.12",,,,,,"CTD","07/12/2023","KCEL"
"206777","206777","84176","L79081-5","05/11/2022 09:39:00 AM","0.91","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Nitrite + Nitrate Nitrogen","0.053","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","05/13/2022","KCEL"
"212554","212554","85486","L80539-3","12/14/2022 01:53:00 PM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Suspended Solids","3.5","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","12/19/2022","KCEL"
"219240","219240","86998","L81718-9","06/27/2023 12:23:00 PM","5.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Chlorophyll, Field","16.3","ug/L","1",,"0.06","0.12",,,,,,"CTD","06/27/2023","KCEL"
"227093","227093","88516","L83260-3","02/13/2024 02:25:00 PM","190.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","0.16","ug/L","1",,"0.06","0.12",,,,,,"CTD","02/13/2024","KCEL"
"211225","211225","85094","L80320-8","10/12/2022 11:49:00 AM","1.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Nitrite + Nitrate Nitrogen","0.114","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","10/21/2022","KCEL"
"227130","227130","88521","L83260-11","02/13/2024 09:46:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Total Nitrogen","0.365","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","02/16/2024","KCEL"
"216053","216053","86267","L81609-11","05/25/2023 12:26:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Chlorophyll a","12.7","ug/L","1",,"0.05","0.2",,,,,,"EPA 445.0","06/05/2023","KCEL"
"215017","215017","85981","L80958-11","02/15/2023 12:44:00 PM","0.99","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Light Intensity (PAR)","583","umol/sm2","1",,,,,,,,,"CTD","02/15/2023","KCEL"
"215062","215062","85994","L81134-15","03/29/2023 02:15:00 PM","12.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.385","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","03/30/2023","KCEL"
"219251","219251","86953","L82110-1","08/29/2023 09:09:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Surface Light Intensity (PAR)","301","umol/sm2","1",,,,,,,,,"CTD","08/29/2023","KCEL"
"205454","205454","83870","L78800-13","03/15/2022 12:37:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Chlorophyll a","33.6","ug/L","1",,"0.05","0.1",,,,,,"EPA 445.0","03/24/2022","KCEL"
